7.618010371223582489e-01 2.257090340155891717e-01
7.702944218175038493e-01 2.291959349458054518e-01
7.787878065126494498e-01 2.326609075319170938e-01
7.872811912077949392e-01 2.361025797342256316e-01
7.957745759029405397e-01 2.395195975671852717e-01
8.042679605980861401e-01 2.429106259583089789e-01
8.127613452932317406e-01 2.462743495951349171e-01
8.212547299883772300e-01 2.496094737591236790e-01
8.297481146835228305e-01 2.529147251453389700e-01
8.382414993786684310e-01 2.561888526668097410e-01
8.467348840738140314e-01 2.594306282423970433e-01
8.552282687689595209e-01 2.626388475670841660e-01
8.637216534641051213e-01 2.658123308635365611e-01
8.722150381592507218e-01 2.689499236138473970e-01
8.807084228543963222e-01 2.720504972703703395e-01
8.892018075495418117e-01 2.751129499445531534e-01
8.976951922446874121e-01 2.781362070727472213e-01
9.061885769398330126e-01 2.811192220579379897e-01
9.146819616349786131e-01 2.840609768864099105e-01
9.231753463301242135e-01 2.869604827183758200e-01
9.316687310252697030e-01 2.898167804516237345e-01
9.401621157204153034e-01 2.926289412573015447e-01
9.486555004155609039e-01 2.953960670869573701e-01
9.571488851107063933e-01 2.981172911500383216e-01
9.656422698058519938e-01 3.007917783610642437e-01
9.741356545009975942e-01 3.034187257557602324e-01
9.826290391961431947e-01 3.059973628754746877e-01
9.911224238912887952e-01 3.085269521192600672e-01
9.996158085864343956e-01 3.110067890630600074e-01
1.008109193281579996e+00 3.134362027454909994e-01
1.016602577976725374e+00 3.158145559197744756e-01
1.025095962671870975e+00 3.181412452714393324e-01
1.033589347367016575e+00 3.204157016014581028e-01
1.042082732062162176e+00 3.226373899745798024e-01
1.050576116757307776e+00 3.248058098326472298e-01
1.059069501452453377e+00 3.269204950727818138e-01
1.067562886147598977e+00 3.289810140903767222e-01
1.076056270842744578e+00 3.309869697868996208e-01
1.084549655537890178e+00 3.329379995425871819e-01
1.093043040233035779e+00 3.348337751541675678e-01
1.101536424928181157e+00 3.366740027378273825e-01
1.110029809623326758e+00 3.384584225976943750e-01
1.118523194318472358e+00 3.401868090601823935e-01
1.127016579013617958e+00 3.418589702746067105e-01
1.135509963708763559e+00 3.434747479805436710e-01
1.144003348403909159e+00 3.450340172424662399e-01
1.152496733099054538e+00 3.465366861522588549e-01
1.160990117794200138e+00 3.479826955002635613e-01
1.169483502489345739e+00 3.493720184155740260e-01
1.177976887184491339e+00 3.507046599763483652e-01
1.186470271879636940e+00 3.519806567909597450e-01
1.194963656574782540e+00 3.532000765508655493e-01
1.203457041269928141e+00 3.543630175561118811e-01
1.211950425965073741e+00 3.554696082144421787e-01
1.220443810660219341e+00 3.565200065150240794e-01
1.228937195355364942e+00 3.575143994778351431e-01
1.237430580050510542e+00 3.584530025798076114e-01
1.245923964745655921e+00 3.593360591588346531e-01
1.254417349440801521e+00 3.601638397968016658e-01
1.262910734135947122e+00 3.609366416828108104e-01
1.271404118831092722e+00 3.616547879577998725e-01
1.279897503526238323e+00 3.623186270417749766e-01
1.288390888221383701e+00 3.629285319448908864e-01
1.296884272916529302e+00 3.634848995636320579e-01
1.305377657611674902e+00 3.639881499633457196e-01
1.313871042306820502e+00 3.644387256483977433e-01
1.322364427001966103e+00 3.648370908212160146e-01
1.330857811697111703e+00 3.651837306314886233e-01
1.339351196392257304e+00 3.654791504167820282e-01
1.347844581087402904e+00 3.657238749358343588e-01
1.356337965782548505e+00 3.659184475957736327e-01
1.364831350477694105e+00 3.660634296744936789e-01
1.373324735172839706e+00 3.661593995394081813e-01
1.381818119867985306e+00 3.662069518637849352e-01
1.390311504563130907e+00 3.662066968418379864e-01
1.398804889258276285e+00 3.661592594037370585e-01
1.407298273953421885e+00 3.660652784316662522e-01
1.415791658648567486e+00 3.659254059780323032e-01
1.424285043343713086e+00 3.657403064869002018e-01
1.432778428038858465e+00 3.655106560196955123e-01
1.441271812734004065e+00 3.652371414861820265e-01
1.449765197429149666e+00 3.649204598816899736e-01
1.458258582124295266e+00 3.645613175315290944e-01
1.466751966819440867e+00 3.641604293434868023e-01
1.475245351514586467e+00 3.637185180692710795e-01
1.483738736209732068e+00 3.632363135757182282e-01
1.492232120904877668e+00 3.627145521265430772e-01
1.500725505600023268e+00 3.621539756753728301e-01
1.509218890295168869e+00 3.615553311707552786e-01
1.517712274990314469e+00 3.609193698737992451e-01
1.526205659685460070e+00 3.602468466890549337e-01
1.534699044380605670e+00 3.595385195092042907e-01
1.543192429075751049e+00 3.587951485740848434e-01
1.551685813770896649e+00 3.580174958445315192e-01
1.560179198466042250e+00 3.572063243914755937e-01
1.568672583161187850e+00 3.563623978007017246e-01
1.577165967856333451e+00 3.554864795936170108e-01
1.585659352551478829e+00 3.545793326643527088e-01
1.594152737246624429e+00 3.536417187334739975e-01
1.602646121941770030e+00 3.526743978185323258e-01
1.611139506636915630e+00 3.516781277216651791e-01
1.619632891332061231e+00 3.506536635344004726e-01
1.628126276027206831e+00 3.496017571597924700e-01
1.636619660722352432e+00 3.485231568519792655e-01
1.645113045417498032e+00 3.474186067732197292e-01
1.653606430112643633e+00 3.462888465684282324e-01
1.662099814807789233e+00 3.451346109572043241e-01
1.670593199502934834e+00 3.439566293433127808e-01
1.679086584198080434e+00 3.427556254415501380e-01
1.687579968893225812e+00 3.415323169218995591e-01
1.696073353588371413e+00 3.402874150708494749e-01
1.704566738283517013e+00 3.390216244697327186e-01
1.713060122978662614e+00 3.377356426899121300e-01
1.721553507673808214e+00 3.364301600046180063e-01
1.730046892368953593e+00 3.351058591172240142e-01
1.738540277064099193e+00 3.337634149057265853e-01
1.747033661759244794e+00 3.324034941831762180e-01
1.755527046454390394e+00 3.310267554737874041e-01
1.764020431149535995e+00 3.296338488044461279e-01
1.772513815844681595e+00 3.282254155113132899e-01
1.781007200539827195e+00 3.268020880612090284e-01
1.789500585234972796e+00 3.253644898874587521e-01
1.797993969930118396e+00 3.239132352398594317e-01
1.806487354625263997e+00 3.224489290484271464e-01
1.814980739320409375e+00 3.209721668005682260e-01
1.823474124015554976e+00 3.194835344313180503e-01
1.831967508710700576e+00 3.179836082262784136e-01
1.840460893405846177e+00 3.164729547368845264e-01
1.848954278100991777e+00 3.149521307076236787e-01
1.857447662796137378e+00 3.134216830148318644e-01
1.865941047491282978e+00 3.118821486166825641e-01
1.874434432186428579e+00 3.103340545139910978e-01
1.882927816881574179e+00 3.087779177214484694e-01
1.891421201576719557e+00 3.072142452489053932e-01
1.899914586271865158e+00 3.056435340923249200e-01
1.908407970967010758e+00 3.040662712340245766e-01
1.916901355662156359e+00 3.024829336518320422e-01
1.925394740357301959e+00 3.008939883367808821e-01
1.933888125052447560e+00 2.992998923189761906e-01
1.942381509747593160e+00 2.977010927012649910e-01
1.950874894442738761e+00 2.960980267003507360e-01
