# # |k| S11(k) S12(k) S21(k) S22(k)	 TypeMap: {'S': 1, 'PMS': 2}
7.618017301223586335e-01 1.662199708278884192e+00 -1.386848067881074176e+00 -1.386848067881074176e+00 1.213561160615648005e+00
1.077350338578327849e+00 2.380185910573798580e+00 -2.040484873088433737e+00 -2.040484873088433737e+00 1.775207722110778708e+00
1.319479301865799314e+00 2.562768967647399698e+00 -2.204134867117653940e+00 -2.204134867117653940e+00 1.924368604651268910e+00
1.523603460244717267e+00 2.618275207319952003e+00 -2.227659196152496524e+00 -2.227659196152496524e+00 1.957466490733273279e+00
1.703440453930542997e+00 2.537420180966142524e+00 -2.197773861316218991e+00 -2.197773861316218991e+00 1.933952087110685225e+00
1.866025523969196298e+00 2.130554651419034329e+00 -1.854340315823839180e+00 -1.854340315823839180e+00 1.645088910847005925e+00
2.154700677156655697e+00 1.813152411493226035e+00 -1.586559636487662628e+00 -1.586559636487662628e+00 1.423057765907928429e+00
2.285405190367075789e+00 1.636625795298335406e+00 -1.433987224978529706e+00 -1.433987224978529706e+00 1.298915885263163927e+00
2.409028592643555289e+00 1.487333231021993329e+00 -1.307476940177348057e+00 -1.307476940177348057e+00 1.186744013830623334e+00
2.526610503459448598e+00 1.377010906771366727e+00 -1.207653234085682259e+00 -1.207653234085682259e+00 1.098670038848627684e+00
2.638958603731598629e+00 1.190045938651729029e+00 -1.046449882192627356e+00 -1.046449882192627356e+00 9.616460223101539473e-01
2.746715199693344100e+00 1.110737127214100228e+00 -9.766626037125005766e-01 -9.766626037125005766e-01 9.027023610261983855e-01
2.850401070769491785e+00 1.036974197282328758e+00 -9.149848113727435672e-01 -9.149848113727435672e-01 8.535238544214538425e-01
3.047206920489434534e+00 8.916957249233888883e-01 -7.554212246406536435e-01 -7.554212246406536435e-01 7.222826860208106936e-01
3.140988999072763743e+00 8.223403838560829904e-01 -7.265398722918464669e-01 -7.265398722918464669e-01 6.961484625994992514e-01
3.232051015734983768e+00 7.601539683843712147e-01 -6.709430371269383686e-01 -6.709430371269383686e-01 6.490191079384716177e-01
3.320616756617806420e+00 6.952263909039023693e-01 -6.086494560461931380e-01 -6.086494560461931380e-01 5.944730273251268571e-01
3.406880907861085994e+00 6.461811939250619030e-01 -5.632635242937291675e-01 -5.632635242937291675e-01 5.540592207072341235e-01
3.491014092834028748e+00 6.176762575165422042e-01 -5.387617382904549279e-01 -5.387617382904549279e-01 5.350893533877744135e-01
3.573166840826665691e+00 5.941647431144928548e-01 -5.160190047735783159e-01 -5.160190047735783159e-01 5.181806187522088880e-01
3.732051047938392596e+00 5.168657861425361988e-01 -4.394683398709395838e-01 -4.394683398709395838e-01 4.472776761692999759e-01
3.809008650611793279e+00 5.000905987766312011e-01 -4.242570412035209793e-01 -4.242570412035209793e-01 4.438817452119746543e-01
3.884441887382651171e+00 4.817320885039987344e-01 -4.074118968846555111e-01 -4.074118968846555111e-01 4.284785536941891348e-01
3.958437905597397499e+00 4.565564564974266548e-01 -3.808390035592876255e-01 -3.808390035592876255e-01 4.049980896314578915e-01
4.102427867069103229e+00 4.033156328670022273e-01 -3.281838099675555842e-01 -3.281838099675555842e-01 3.603605656617224762e-01
4.172559919344785762e+00 4.059161632998322111e-01 -3.199584894919150768e-01 -3.199584894919150768e-01 3.477617853050019581e-01
4.309401354313311394e+00 3.784598706438849214e-01 -2.924990146605059849e-01 -2.924990146605059849e-01 3.324842514437524321e-01
4.376217762928945376e+00 3.512793715675779360e-01 -2.627513278383514228e-01 -2.627513278383514228e-01 3.057665910615757765e-01
4.442029241753395752e+00 3.431384187659174412e-01 -2.529325785421771555e-01 -2.529325785421771555e-01 3.015243027014231081e-01
4.506879814307195531e+00 3.260741824418043611e-01 -2.333637886094653557e-01 -2.333637886094653557e-01 2.849644442388941101e-01
4.570810380734151579e+00 3.134582908965278247e-01 -2.191327605750255370e-01 -2.191327605750255370e-01 2.777425251938271389e-01
4.633859019504638965e+00 3.070054511210713599e-01 -2.104053735842839057e-01 -2.104053735842839057e-01 2.680490940669963962e-01
4.696061252652260265e+00 3.046000648110801512e-01 -2.031384226045120367e-01 -2.031384226045120367e-01 2.571054781035205794e-01
4.818057185287110578e+00 2.871316784272635037e-01 -1.816048192194985866e-01 -1.816048192194985866e-01 2.431740399718207157e-01
4.877911122264752208e+00 2.846209449409988212e-01 -1.724602545129474418e-01 -1.724602545129474418e-01 2.361382599116854109e-01
4.937039476521491110e+00 2.770966576032853346e-01 -1.601010153034393424e-01 -1.601010153034393424e-01 2.256173258765005740e-01
4.995468012984270345e+00 2.704461883898683361e-01 -1.504007548527227511e-01 -1.504007548527227511e-01 2.191742950664427592e-01
5.053221006918897196e+00 2.641138780102950112e-01 -1.461609032828160293e-01 -1.461609032828160293e-01 2.113074563676621831e-01
5.110321361791629435e+00 2.617479195498358391e-01 -1.400111411481720358e-01 -1.400111411481720358e-01 2.083815407601946612e-01
5.166790715405576329e+00 2.604281475671299528e-01 -1.319125872452736048e-01 -1.319125872452736048e-01 2.033461011542279095e-01
5.277917207463197258e+00 2.549435590895653414e-01 -1.229099296983552497e-01 -1.229099296983552497e-01 1.952610281983302165e-01
5.332612110856509879e+00 2.520425552973287742e-01 -1.163571529391343451e-01 -1.163571529391343451e-01 1.884752044350612166e-01
5.386751692891639465e+00 2.556032700213546338e-01 -1.142181136063606106e-01 -1.142181136063606106e-01 1.876741732001911411e-01
5.440352532408939901e+00 2.489310374264923353e-01 -1.117629335246233535e-01 -1.117629335246233535e-01 1.850984942976088010e-01
5.493430399386688201e+00 2.437961078208443766e-01 -1.065271951480794149e-01 -1.065271951480794149e-01 1.866998342795674060e-01
5.546000309134791806e+00 2.397616215954523067e-01 -1.020704541081895317e-01 -1.020704541081895317e-01 1.752466308967620123e-01
5.598076571907588672e+00 2.374816322580604877e-01 -9.560653549858211253e-02 -9.560653549858211253e-02 1.698781241347821214e-01
5.700802141538983570e+00 2.334685828238530492e-01 -9.140611354693815860e-02 -9.140611354693815860e-02 1.646028834635087645e-01
5.751476934926617268e+00 2.334376735357916177e-01 -8.643473219025393783e-02 -8.643473219025393783e-02 1.623605538647484026e-01
5.801709128266454130e+00 2.211153327534427504e-01 -8.056534014071685401e-02 -8.056534014071685401e-02 1.589310568853698480e-01
5.851510120048303953e+00 2.210752431782954663e-01 -8.348905865934524995e-02 -8.348905865934524995e-02 1.584024421873843347e-01
5.949861715793280048e+00 2.138323719845442450e-01 -7.362533366170033455e-02 -7.362533366170033455e-02 1.533857898527770103e-01
5.998432821419272365e+00 2.121580765609775709e-01 -7.411808648259475552e-02 -7.411808648259475552e-02 1.517624166591811097e-01
6.094413840978869068e+00 2.378737397448250634e-01 -6.869899371859035375e-02 -6.869899371859035375e-02 1.617366404262144952e-01
6.141841901346226429e+00 2.110071064504379090e-01 -7.068192221719891977e-02 -7.068192221719891977e-02 1.470650574067602634e-01
6.188906512232160928e+00 2.058384826515448351e-01 -6.755786785421027951e-02 -6.755786785421027951e-02 1.450583580482236179e-01
6.235615903274275951e+00 2.116811087000209923e-01 -7.336505161771192385e-02 -7.336505161771192385e-02 1.508426281748690423e-01
6.281977998145527486e+00 2.009073817625442460e-01 -7.036454778168410584e-02 -7.036454778168410584e-02 1.530849097381024038e-01
6.328000430246659924e+00 2.023009958264830321e-01 -6.952880358687722750e-02 -6.952880358687722750e-02 1.454265197559271861e-01
6.373690557378772326e+00 2.007971046331383791e-01 -6.742180325579764932e-02 -6.742180325579764932e-02 1.438091489018627489e-01
6.464102031469967535e+00 1.953656136232809204e-01 -6.483410062820672837e-02 -6.483410062820672837e-02 1.425413728511513156e-01
